### Possibly profitable unbalances ###
{'profit_coin': 'ETH', 'trair': ['ETH/USDT', 'KCS/USDT', 'KCS/ETH'], 'Unbalance factor': 1.0033179040281193, 'Volume': 4e-07, 'Volumes': [4e-07, 1.2533138401254066e-07, 2.5475999999999998e-09], 'Sequence': 'straight', 'Time Stamp': '18-07-18-00-14'}
{'profit_coin': 'BTC', 'trair': ['CAPP/BTC', 'CAPP/ETH', 'ETH/BTC'], 'Unbalance factor': 1.0057518766964293, 'Volume': 1.9800000000000002e-08, 'Volumes': [3.9204000000000005e-14, 0.0006875000000000001, 2.8965654048857163e-07], 'Sequence': 'inverse', 'Time Stamp': '18-07-18-00-17'}
{'profit_coin': 'BTC', 'trair': ['BTC/USDT', 'CS/USDT', 'CS/BTC'], 'Unbalance factor': 1.0034858692862814, 'Volume': 0.008027871930000001, 'Volumes': [0.008027871930000001, 0.0023196696499173603, 205.0542], 'Sequence': 'inverse', 'Time Stamp': '18-07-18-00-23'}
{'profit_coin': 'BTC', 'trair': ['DRGN/BTC', 'DRGN/NEO', 'NEO/BTC'], 'Unbalance factor': 1.006290732818978, 'Volume': 1.48577e-06, 'Volumes': [7.63537203e-11, 0.00015772505307855628, 0.0002740610664212155], 'Sequence': 'inverse', 'Time Stamp': '18-07-18-00-24'}
{'profit_coin': 'ETH', 'trair': ['DRGN/ETH', 'DRGN/NEO', 'NEO/ETH'], 'Unbalance factor': 1.0044013129957037, 'Volume': 2.15644e-05, 'Volumes': [1.621858524e-08, 0.0022892144373673038, 0.0002712813667979605], 'Sequence': 'inverse', 'Time Stamp': '18-07-18-00-25'}
{'profit_coin': 'BTC', 'trair': ['EDR/BTC', 'EDR/ETH', 'ETH/BTC'], 'Unbalance factor': 1.0037240082119194, 'Volume': 7.700000000000001e-10, 'Volumes': [5.9290000000000015e-15, 6.862745098039217e-06, 1.1261783372137737e-08], 'Sequence': 'inverse', 'Time Stamp': '18-07-18-00-25'}
{'profit_coin': 'BTC', 'trair': ['LOOM/BTC', 'LOOM/NEO', 'NEO/BTC'], 'Unbalance factor': 1.0055509946269685, 'Volume': 3.6220000000000005e-09, 'Volumes': [1.3118884000000003e-13, 5.435174069627852e-07, 6.700991828194119e-07], 'Sequence': 'inverse', 'Time Stamp': '18-07-18-00-29'}
{'profit_coin': 'BTC', 'trair': ['EDR/BTC', 'EDR/ETH', 'ETH/BTC'], 'Unbalance factor': 1.0030633957331048, 'Volume': 7.700000000000001e-10, 'Volumes': [5.9290000000000015e-15, 6.862745098039217e-06, 1.1254371300125437e-08], 'Sequence': 'inverse', 'Time Stamp': '18-07-18-00-32'}
{'profit_coin': 'BTC', 'trair': ['EDR/BTC', 'EDR/ETH', 'ETH/BTC'], 'Unbalance factor': 1.003606580680465, 'Volume': 7.700000000000001e-10, 'Volumes': [5.9290000000000015e-15, 6.862745098039217e-06, 1.1260465835234818e-08], 'Sequence': 'inverse', 'Time Stamp': '18-07-18-00-39'}
{'profit_coin': 'BTC', 'trair': ['EDR/BTC', 'EDR/ETH', 'ETH/BTC'], 'Unbalance factor': 1.004253213208581, 'Volume': 7.700000000000001e-10, 'Volumes': [5.9290000000000015e-15, 6.862745098039217e-06, 1.126772105220028e-08], 'Sequence': 'inverse', 'Time Stamp': '18-07-18-00-46'}
{'profit_coin': 'BTC', 'trair': ['DRGN/BTC', 'DRGN/NEO', 'NEO/BTC'], 'Unbalance factor': 1.0051772479734729, 'Volume': 9.154950000000001e-05, 'Volumes': [4.765151475e-09, 0.009541375716519022, 0.01696378938474196], 'Sequence': 'inverse', 'Time Stamp': '18-07-18-00-53'}
{'profit_coin': 'BTC', 'trair': ['BTC/USDT', 'HAV/USDT', 'HAV/BTC'], 'Unbalance factor': 1.0061558157929102, 'Volume': 0.0632101608234411, 'Volumes': [0.0632101608234411, 0.22259215074475777, 2.4772062026706566e-06], 'Sequence': 'straight', 'Time Stamp': '18-07-18-01-05'}
{'profit_coin': 'BTC', 'trair': ['ETH/BTC', 'SHL/ETH', 'SHL/BTC'], 'Unbalance factor': 1.0037716601036843, 'Volume': 4.13e-10, 'Volumes': [6.04270539382418e-09, 6.86046511627907e-06, 1.7056900000000001e-15], 'Sequence': 'straight', 'Time Stamp': '18-07-18-01-09'}
{'profit_coin': 'BTC', 'trair': ['ETH/BTC', 'SHL/ETH', 'SHL/BTC'], 'Unbalance factor': 1.0064830740113404, 'Volume': 4.14e-10, 'Volumes': [6.05902810554827e-09, 6.877076411960133e-06, 1.7139600000000001e-15], 'Sequence': 'straight', 'Time Stamp': '18-07-18-01-16'}
